year,sex,marital_status,age,labour_force
2013,male,widowed_divorced,35-39,3300
2013,male,widowed_divorced,40-44,4300
2013,male,widowed_divorced,45-49,6000
2013,male,widowed_divorced,50-54,6600
2013,male,widowed_divorced,55-59,6100
2013,male,widowed_divorced,60-64,5700
2013,male,widowed_divorced,65-69,2600
2013,male,widowed_divorced,70_and_over,3400
2013,female,single,15-19,12900
2013,female,single,20-24,69000
2013,female,single,25-29,70500
2013,female,single,30-34,37300
2013,female,single,35-39,26700
2013,female,single,40-44,20200
2013,female,single,45-49,18600
2013,female,single,50-54,17400
2013,female,single,55-59,12800
2013,female,single,60-64,8400
2013,female,single,65-69,2900
2013,female,single,70_and_over,1000
2013,female,married,15-19,-
2013,female,married,20-24,3600
2013,female,married,25-29,35000
2013,female,married,30-34,82000
2013,female,married,35-39,91700
2013,female,married,40-44,93000
2013,female,married,45-49,86800
2013,female,married,50-54,77900
2013,female,married,55-59,58300
2013,female,married,60-64,32600
2013,female,married,65-69,12400
2013,female,married,70_and_over,5400
2013,female,widowed_divorced,15-19,-
2013,female,widowed_divorced,20-24,200
2013,female,widowed_divorced,25-29,1800
2013,female,widowed_divorced,30-34,3200
2013,female,widowed_divorced,35-39,5800
2013,female,widowed_divorced,40-44,9800
2013,female,widowed_divorced,45-49,11300
2013,female,widowed_divorced,50-54,12800
2013,female,widowed_divorced,55-59,12600
2013,female,widowed_divorced,60-64,9300
2013,female,widowed_divorced,65-69,6700
2013,female,widowed_divorced,70_and_over,5900
2014,male,single,15-19,19400
2014,male,single,20-24,83500
2014,male,single,25-29,88200
2014,male,single,30-34,48100
2014,male,single,35-39,28200
2014,male,single,40-44,19800
2014,male,single,45-49,16500
2014,male,single,50-54,14700
2014,male,single,55-59,11600
2014,male,single,60-64,6400
2014,male,single,65-69,2000
2014,male,single,70_and_over,1200
2014,male,married,15-19,-
2014,male,married,20-24,1300
2014,male,married,25-29,20500
2014,male,married,30-34,76700
2014,male,married,35-39,104000
2014,male,married,40-44,118300
2014,male,married,45-49,117000
2014,male,married,50-54,125000
2014,male,married,55-59,110700
2014,male,married,60-64,83600
2014,male,married,65-69,40800
2014,male,married,70_and_over,25600
2014,male,widowed_divorced,15-19,-
2014,male,widowed_divorced,20-24,200
2014,male,widowed_divorced,25-29,400
2014,male,widowed_divorced,30-34,2000
2014,male,widowed_divorced,35-39,3400
2014,male,widowed_divorced,40-44,4100
2014,male,widowed_divorced,45-49,5900
2014,male,widowed_divorced,50-54,6300
2014,male,widowed_divorced,55-59,6000
2014,male,widowed_divorced,60-64,4800
2014,male,widowed_divorced,65-69,3500
2014,male,widowed_divorced,70_and_over,3100
2014,female,single,15-19,11500
2014,female,single,20-24,73400
2014,female,single,25-29,74900
2014,female,single,30-34,36500
2014,female,single,35-39,26400
2014,female,single,40-44,22100
2014,female,single,45-49,17700
2014,female,single,50-54,18900
2014,female,single,55-59,14900
2014,female,single,60-64,9900
2014,female,single,65-69,3600
2014,female,single,70_and_over,1200
2014,female,married,15-19,-
2014,female,married,20-24,2800
2014,female,married,25-29,32500
2014,female,married,30-34,83000
2014,female,married,35-39,88100
2014,female,married,40-44,91500
2014,female,married,45-49,86200
2014,female,married,50-54,82000
2014,female,married,55-59,63800
2014,female,married,60-64,36900
2014,female,married,65-69,17200
2014,female,married,70_and_over,6800
2014,female,widowed_divorced,15-19,-
2014,female,widowed_divorced,20-24,100
2014,female,widowed_divorced,25-29,1100
2014,female,widowed_divorced,30-34,3800
2014,female,widowed_divorced,35-39,6100
2014,female,widowed_divorced,40-44,10200
2014,female,widowed_divorced,45-49,9700
2014,female,widowed_divorced,50-54,13700
2014,female,widowed_divorced,55-59,13300
2014,female,widowed_divorced,60-64,9400
2014,female,widowed_divorced,65-69,7000
2014,female,widowed_divorced,70_and_over,6600
2015,male,single,15-19,24100
2015,male,single,20-24,83100
2015,male,single,25-29,85300
2015,male,single,30-34,45000
2015,male,single,35-39,27100
2015,male,single,40-44,21600
2015,male,single,45-49,17000
2015,male,single,50-54,15900
2015,male,single,55-59,11900
2015,male,single,60-64,6800
2015,male,single,65-69,2500
2015,male,single,70_and_over,1500
2015,male,married,15-19,-
2015,male,married,20-24,1400
2015,male,married,25-29,22200
2015,male,married,30-34,76700
2015,male,married,35-39,105900
2015,male,married,40-44,119400
2015,male,married,45-49,118900
2015,male,married,50-54,125800
2015,male,married,55-59,112000
2015,male,married,60-64,82200
2015,male,married,65-69,42000
2015,male,married,70_and_over,21200
2015,male,widowed_divorced,15-19,-
2015,male,widowed_divorced,20-24,100
2015,male,widowed_divorced,25-29,500
2015,male,widowed_divorced,30-34,1900
2015,male,widowed_divorced,35-39,3800
2015,male,widowed_divorced,40-44,5900
2015,male,widowed_divorced,45-49,5700
2015,male,widowed_divorced,50-54,7900
2015,male,widowed_divorced,55-59,7100
2015,male,widowed_divorced,60-64,6200
2015,male,widowed_divorced,65-69,3600
2015,male,widowed_divorced,70_and_over,4000
2015,female,single,15-19,15900
2015,female,single,20-24,77600
2015,female,single,25-29,73200
2015,female,single,30-34,34000
2015,female,single,35-39,25300
2015,female,single,40-44,23400
2015,female,single,45-49,20100
2015,female,single,50-54,15900
2015,female,single,55-59,15800
2015,female,single,60-64,10200
2015,female,single,65-69,3600
2015,female,single,70_and_over,1300
2015,female,married,15-19,100
2015,female,married,20-24,3700
2015,female,married,25-29,36500
2015,female,married,30-34,82100
2015,female,married,35-39,97300
2015,female,married,40-44,94600
2015,female,married,45-49,84100
2015,female,married,50-54,82900
2015,female,married,55-59,62600
2015,female,married,60-64,38100
2015,female,married,65-69,17700
2015,female,married,70_and_over,6300
2015,female,widowed_divorced,15-19,-
2015,female,widowed_divorced,20-24,300
2015,female,widowed_divorced,25-29,1700
2015,female,widowed_divorced,30-34,4000
2015,female,widowed_divorced,35-39,7500
2015,female,widowed_divorced,40-44,11200
2015,female,widowed_divorced,45-49,12900
2015,female,widowed_divorced,50-54,14200
2015,female,widowed_divorced,55-59,14400
2015,female,widowed_divorced,60-64,11300
2015,female,widowed_divorced,65-69,9000
2015,female,widowed_divorced,70_and_over,7600
2016,male,single,15-19,22800
2016,male,single,20-24,82900
2016,male,single,25-29,90100
2016,male,single,30-34,44600
2016,male,single,35-39,27500
2016,male,single,40-44,18700
2016,male,single,45-49,15900
2016,male,single,50-54,15700
2016,male,single,55-59,13200
2016,male,single,60-64,7000
2016,male,single,65-69,3000
2016,male,single,70_and_over,1300
2016,male,married,15-19,100
2016,male,married,20-24,1800
2016,male,married,25-29,26800
2016,male,married,30-34,76400
2016,male,married,35-39,104300
2016,male,married,40-44,116200
2016,male,married,45-49,116900
2016,male,married,50-54,123500
2016,male,married,55-59,111300
2016,male,married,60-64,86300
2016,male,married,65-69,47100
2016,male,married,70_and_over,22500
2016,male,widowed_divorced,15-19,-
2016,male,widowed_divorced,20-24,-
2016,male,widowed_divorced,25-29,1000
2016,male,widowed_divorced,30-34,1800
2016,male,widowed_divorced,35-39,3700
2016,male,widowed_divorced,40-44,4900
2016,male,widowed_divorced,45-49,6500
2016,male,widowed_divorced,50-54,8300
2016,male,widowed_divorced,55-59,7100
2016,male,widowed_divorced,60-64,6800
2016,male,widowed_divorced,65-69,4800
2016,male,widowed_divorced,70_and_over,3500
2016,female,single,15-19,14900
2016,female,single,20-24,73300
2016,female,single,25-29,80400
2016,female,single,30-34,36100
2016,female,single,35-39,24700
2016,female,single,40-44,22300
2016,female,single,45-49,18000
2016,female,single,50-54,17900
2016,female,single,55-59,14300
2016,female,single,60-64,11000
2016,female,single,65-69,5900
2016,female,single,70_and_over,1700
2016,female,married,15-19,100
2016,female,married,20-24,4200
2016,female,married,25-29,39800
2016,female,married,30-34,83300
2016,female,married,35-39,93500
2016,female,married,40-44,96300
2016,female,married,45-49,90200
2016,female,married,50-54,81600
2016,female,married,55-59,66000
2016,female,married,60-64,41500
2016,female,married,65-69,18500
2016,female,married,70_and_over,8000
2016,female,widowed_divorced,15-19,-
2016,female,widowed_divorced,20-24,300
2016,female,widowed_divorced,25-29,1100
2016,female,widowed_divorced,30-34,2500
2016,female,widowed_divorced,35-39,6000
2016,female,widowed_divorced,40-44,10000
2016,female,widowed_divorced,45-49,12600
2016,female,widowed_divorced,50-54,15300
2016,female,widowed_divorced,55-59,15000
2016,female,widowed_divorced,60-64,11500
2016,female,widowed_divorced,65-69,8400
2016,female,widowed_divorced,70_and_over,7000
2017,male,single,15-19,22900
2017,male,single,20-24,79500
2017,male,single,25-29,88300
2017,male,single,30-34,44200
2017,male,single,35-39,28000
2017,male,single,40-44,20400
2017,male,single,45-49,15600
2017,male,single,50-54,14600
2017,male,single,55-59,12300
2017,male,single,60-64,7700
2017,male,single,65-69,3300
2017,male,single,70_and_over,1400
2017,male,married,15-19,100
2017,male,married,20-24,1800
2017,male,married,25-29,25800
2017,male,married,30-34,74000
2017,male,married,35-39,109700
2017,male,married,40-44,125400
2017,male,married,45-49,124100
2017,male,married,50-54,124000
2017,male,married,55-59,107000
2017,male,married,60-64,85800
2017,male,married,65-69,48300
2017,male,married,70_and_over,30400
2017,male,widowed_divorced,15-19,-
2017,male,widowed_divorced,20-24,-
2017,male,widowed_divorced,25-29,600
2017,male,widowed_divorced,30-34,1800
2017,male,widowed_divorced,35-39,3300
2017,male,widowed_divorced,40-44,4600
2017,male,widowed_divorced,45-49,6200
2017,male,widowed_divorced,50-54,6300
2017,male,widowed_divorced,55-59,6400
2017,male,widowed_divorced,60-64,6500
2017,male,widowed_divorced,65-69,4000
2017,male,widowed_divorced,70_and_over,4400
2017,female,single,15-19,12100
2017,female,single,20-24,67900
2017,female,single,25-29,76500
2017,female,single,30-34,36700
2017,female,single,35-39,27100
2017,female,single,40-44,22600
2017,female,single,45-49,20100
2017,female,single,50-54,18400
2017,female,single,55-59,14000
2017,female,single,60-64,10200
2017,female,single,65-69,5500
2017,female,single,70_and_over,2400
2017,female,married,15-19,-
2017,female,married,20-24,3700
2017,female,married,25-29,36800
2017,female,married,30-34,83100
2017,female,married,35-39,100600
2017,female,married,40-44,98700
2017,female,married,45-49,94000
2017,female,married,50-54,77500
2017,female,married,55-59,60000
2017,female,married,60-64,43400
2017,female,married,65-69,22300
2017,female,married,70_and_over,8100
2017,female,widowed_divorced,15-19,-
2017,female,widowed_divorced,20-24,300
2017,female,widowed_divorced,25-29,1200
2017,female,widowed_divorced,30-34,2600
2017,female,widowed_divorced,35-39,6200
2017,female,widowed_divorced,40-44,9300
2017,female,widowed_divorced,45-49,12500
2017,female,widowed_divorced,50-54,13900
2017,female,widowed_divorced,55-59,14000
2017,female,widowed_divorced,60-64,12900
2017,female,widowed_divorced,65-69,8600
2017,female,widowed_divorced,70_and_over,7700
2018,male,single,15-19,23900
2018,male,single,20-24,75700
2018,male,single,25-29,91700
2018,male,single,30-34,48500
2018,male,single,35-39,26400
2018,male,single,40-44,21700
2018,male,single,45-49,16900
2018,male,single,50-54,15200
2018,male,single,55-59,11900
2018,male,single,60-64,7900
2018,male,single,65-69,3600
2018,male,single,70_and_over,1400
2018,male,married,15-19,100
2018,male,married,20-24,1600
2018,male,married,25-29,25200
2018,male,married,30-34,72800
2018,male,married,35-39,109600
2018,male,married,40-44,120400
2018,male,married,45-49,119100
2018,male,married,50-54,122300
2018,male,married,55-59,112800
2018,male,married,60-64,87400
2018,male,married,65-69,50900
2018,male,married,70_and_over,29900
2018,male,widowed_divorced,15-19,-
2018,male,widowed_divorced,20-24,100
2018,male,widowed_divorced,25-29,800
2018,male,widowed_divorced,30-34,1300
2018,male,widowed_divorced,35-39,2400
2018,male,widowed_divorced,40-44,5200
2018,male,widowed_divorced,45-49,8100
2018,male,widowed_divorced,50-54,8000
2018,male,widowed_divorced,55-59,7300
2018,male,widowed_divorced,60-64,5800
2018,male,widowed_divorced,65-69,3900
2018,male,widowed_divorced,70_and_over,3900
2018,female,single,15-19,13600
2018,female,single,20-24,70400
2018,female,single,25-29,81600
2018,female,single,30-34,35600
2018,female,single,35-39,25100
2018,female,single,40-44,22600
2018,female,single,45-49,18900
2018,female,single,50-54,16500
2018,female,single,55-59,14800
2018,female,single,60-64,11400
2018,female,single,65-69,6400
2018,female,single,70_and_over,2900
2018,female,married,15-19,200
2018,female,married,20-24,3300
2018,female,married,25-29,36200
2018,female,married,30-34,79200
2018,female,married,35-39,99500
2018,female,married,40-44,97900
2018,female,married,45-49,92500
2018,female,married,50-54,82800
2018,female,married,55-59,63200
2018,female,married,60-64,44600
2018,female,married,65-69,21500
2018,female,married,70_and_over,10700
2018,female,widowed_divorced,15-19,-
2018,female,widowed_divorced,20-24,200
2018,female,widowed_divorced,25-29,1300
2018,female,widowed_divorced,30-34,3900
2018,female,widowed_divorced,35-39,7700
2018,female,widowed_divorced,40-44,10500
2018,female,widowed_divorced,45-49,15300
2018,female,widowed_divorced,50-54,14900
2018,female,widowed_divorced,55-59,14400
2018,female,widowed_divorced,60-64,13900
2018,female,widowed_divorced,65-69,7400
2018,female,widowed_divorced,70_and_over,8100
2019,male,single,15-19,22100
2019,male,single,20-24,73600
2019,male,single,25-29,96300
2019,male,single,30-34,49600
2019,male,single,35-39,24600
2019,male,single,40-44,18100
2019,male,single,45-49,16700
2019,male,single,50-54,15300
2019,male,single,55-59,11900
2019,male,single,60-64,9600
2019,male,single,65-69,4000
2019,male,single,70_and_over,1600
2019,male,married,15-19,-
2019,male,married,20-24,2100
2019,male,married,25-29,25500
2019,male,married,30-34,74800
2019,male,married,35-39,106200
2019,male,married,40-44,114500
2019,male,married,45-49,126100
2019,male,married,50-54,118500
2019,male,married,55-59,114500
2019,male,married,60-64,88000
2019,male,married,65-69,54700
2019,male,married,70_and_over,33100
2019,male,widowed_divorced,15-19,-
2019,male,widowed_divorced,20-24,200
2019,male,widowed_divorced,25-29,700
2019,male,widowed_divorced,30-34,1900
2019,male,widowed_divorced,35-39,3200
2019,male,widowed_divorced,40-44,4900
2019,male,widowed_divorced,45-49,7400
2019,male,widowed_divorced,50-54,8500
2019,male,widowed_divorced,55-59,8300
2019,male,widowed_divorced,60-64,6000
2019,male,widowed_divorced,65-69,4200
2019,male,widowed_divorced,70_and_over,4400
2019,female,single,15-19,14100
2019,female,single,20-24,70200
2019,female,single,25-29,80500
2019,female,single,30-34,40300
2019,female,single,35-39,26200
2019,female,single,40-44,22600
2019,female,single,45-49,21600
2019,female,single,50-54,17500
2019,female,single,55-59,14000
2019,female,single,60-64,11700
2019,female,single,65-69,7800
2019,female,single,70_and_over,2500
2019,female,married,15-19,-
2019,female,married,20-24,2600
2019,female,married,25-29,34800
2019,female,married,30-34,83500
2019,female,married,35-39,99800
2019,female,married,40-44,99100
2019,female,married,45-49,96700
2019,female,married,50-54,81900
2019,female,married,55-59,73600
2019,female,married,60-64,42800
2019,female,married,65-69,23000
2019,female,married,70_and_over,11700
2019,female,widowed_divorced,15-19,-
2019,female,widowed_divorced,20-24,300
2019,female,widowed_divorced,25-29,1100
2019,female,widowed_divorced,30-34,3700
2019,female,widowed_divorced,35-39,6600
2019,female,widowed_divorced,40-44,10900
2019,female,widowed_divorced,45-49,15500
2019,female,widowed_divorced,50-54,15100
2019,female,widowed_divorced,55-59,14800
2019,female,widowed_divorced,60-64,12000
2019,female,widowed_divorced,65-69,10000
2019,female,widowed_divorced,70_and_over,8800
2020,male,single,15-19,19100
2020,male,single,20-24,66100
2020,male,single,25-29,97200
2020,male,single,30-34,53300
2020,male,single,35-39,29000
2020,male,single,40-44,23200
2020,male,single,45-49,18700
2020,male,single,50-54,16300
2020,male,single,55-59,13100
2020,male,single,60-64,9000
2020,male,single,65-69,3600
2020,male,single,70_and_over,2100
2020,male,married,15-19,-
2020,male,married,20-24,1700
2020,male,married,25-29,23200
2020,male,married,30-34,75400
2020,male,married,35-39,104200
2020,male,married,40-44,112600
2020,male,married,45-49,124400
2020,male,married,50-54,112600
2020,male,married,55-59,112300
2020,male,married,60-64,90800
2020,male,married,65-69,57500
2020,male,married,70_and_over,40400
2020,male,widowed_divorced,15-19,-
2020,male,widowed_divorced,20-24,100
2020,male,widowed_divorced,25-29,600
2020,male,widowed_divorced,30-34,2200
2020,male,widowed_divorced,35-39,4000
2020,male,widowed_divorced,40-44,5400
2020,male,widowed_divorced,45-49,8100
2020,male,widowed_divorced,50-54,9000
2020,male,widowed_divorced,55-59,8800
2020,male,widowed_divorced,60-64,6900
2020,male,widowed_divorced,65-69,4200
2020,male,widowed_divorced,70_and_over,4700
2020,female,single,15-19,11100
2020,female,single,20-24,64700
2020,female,single,25-29,91300
2020,female,single,30-34,44400
2020,female,single,35-39,28000
2020,female,single,40-44,23600
2020,female,single,45-49,21000
2020,female,single,50-54,16900
2020,female,single,55-59,15700
2020,female,single,60-64,12500
2020,female,single,65-69,6900
2020,female,single,70_and_over,3000
2020,female,married,15-19,-
2020,female,married,20-24,3000
2020,female,married,25-29,34200
2020,female,married,30-34,81900
2020,female,married,35-39,100100
2020,female,married,40-44,93400
2020,female,married,45-49,91600
2020,female,married,50-54,79100
2020,female,married,55-59,69300
2020,female,married,60-64,49700
2020,female,married,65-69,26600
2020,female,married,70_and_over,14800
2020,female,widowed_divorced,15-19,-
2020,female,widowed_divorced,20-24,100
2020,female,widowed_divorced,25-29,1000
2020,female,widowed_divorced,30-34,4300
2020,female,widowed_divorced,35-39,7300
2020,female,widowed_divorced,40-44,11000
2020,female,widowed_divorced,45-49,14200
2020,female,widowed_divorced,50-54,14800
2020,female,widowed_divorced,55-59,16000
2020,female,widowed_divorced,60-64,13100
2020,female,widowed_divorced,65-69,10300
2020,female,widowed_divorced,70_and_over,10800
2021,male,single,15-19,16600
2021,male,single,20-24,66700
2021,male,single,25-29,101000
2021,male,single,30-34,67700
2021,male,single,35-39,32700
2021,male,single,40-44,21800
2021,male,single,45-49,17000
2021,male,single,50-54,14400
2021,male,single,55-59,12800
2021,male,single,60-64,10500
2021,male,single,65-69,5100
2021,male,single,70_and_over,2900
2021,male,married,15-19,-
2021,male,married,20-24,1800
2021,male,married,25-29,21400
2021,male,married,30-34,81600
2021,male,married,35-39,110000
2021,male,married,40-44,117400
2021,male,married,45-49,118000
2021,male,married,50-54,96000
2021,male,married,55-59,103500
2021,male,married,60-64,97300
2021,male,married,65-69,64600
2021,male,married,70_and_over,42200
2021,male,widowed_divorced,15-19,-
2021,male,widowed_divorced,20-24,-
2021,male,widowed_divorced,25-29,400
2021,male,widowed_divorced,30-34,1900
2021,male,widowed_divorced,35-39,3700
2021,male,widowed_divorced,40-44,4500
2021,male,widowed_divorced,45-49,7200
2021,male,widowed_divorced,50-54,7700
2021,male,widowed_divorced,55-59,8500
2021,male,widowed_divorced,60-64,7600
2021,male,widowed_divorced,65-69,5700
2021,male,widowed_divorced,70_and_over,5700
2021,female,single,15-19,12100
2021,female,single,20-24,67600
2021,female,single,25-29,87400
2021,female,single,30-34,58100
2021,female,single,35-39,30200
2021,female,single,40-44,28900
2021,female,single,45-49,23800
2021,female,single,50-54,15300
2021,female,single,55-59,15200
2021,female,single,60-64,13700
2021,female,single,65-69,7500
2021,female,single,70_and_over,4000
2021,female,married,15-19,100
2021,female,married,20-24,3000
2021,female,married,25-29,32800
2021,female,married,30-34,92500
2021,female,married,35-39,99300
2021,female,married,40-44,98100
2021,female,married,45-49,86900
2021,female,married,50-54,74900
2021,female,married,55-59,67700
2021,female,married,60-64,56200
2021,female,married,65-69,31700
2021,female,married,70_and_over,15700
2021,female,widowed_divorced,15-19,-
2021,female,widowed_divorced,20-24,-
2021,female,widowed_divorced,25-29,800
2021,female,widowed_divorced,30-34,3900
2021,female,widowed_divorced,35-39,7800
2021,female,widowed_divorced,40-44,9900
2021,female,widowed_divorced,45-49,14000
2021,female,widowed_divorced,50-54,12900
2021,female,widowed_divorced,55-59,14900
2021,female,widowed_divorced,60-64,14200
2021,female,widowed_divorced,65-69,10800
2021,female,widowed_divorced,70_and_over,10600
2022,male,single,15-19,17400
2022,male,single,20-24,60900
2022,male,single,25-29,81100
2022,male,single,30-34,59100
2022,male,single,35-39,32200
2022,male,single,40-44,23200
2022,male,single,45-49,18500
2022,male,single,50-54,14900
2022,male,single,55-59,13400
2022,male,single,60-64,9500
2022,male,single,65-69,5700
2022,male,single,70_and_over,2600
2022,male,married,15-19,100
2022,male,married,20-24,1200
2022,male,married,25-29,19600
2022,male,married,30-34,85600
2022,male,married,35-39,107600
2022,male,married,40-44,121000
2022,male,married,45-49,131100
2022,male,married,50-54,115500
2022,male,married,55-59,116900
2022,male,married,60-64,97500
2022,male,married,65-69,60700
2022,male,married,70_and_over,46500
2022,male,widowed_divorced,15-19,-
2022,male,widowed_divorced,20-24,100
2022,male,widowed_divorced,25-29,300
2022,male,widowed_divorced,30-34,2000
2022,male,widowed_divorced,35-39,3800
2022,male,widowed_divorced,40-44,5500
2022,male,widowed_divorced,45-49,8100
2022,male,widowed_divorced,50-54,8000
2022,male,widowed_divorced,55-59,9600
2022,male,widowed_divorced,60-64,8300
2022,male,widowed_divorced,65-69,6800
2022,male,widowed_divorced,70_and_over,6200
2022,female,single,15-19,11200
2022,female,single,20-24,50900
2022,female,single,25-29,73600
2022,female,single,30-34,47800
2022,female,single,35-39,27700
2022,female,single,40-44,27400
2022,female,single,45-49,25400
2022,female,single,50-54,18800
2022,female,single,55-59,15500
2022,female,single,60-64,13300
2022,female,single,65-69,7300
2022,female,single,70_and_over,4300
2022,female,married,15-19,-
2022,female,married,20-24,2300
2022,female,married,25-29,28500
2022,female,married,30-34,90400
2022,female,married,35-39,103800
2022,female,married,40-44,110500
2022,female,married,45-49,105900
2022,female,married,50-54,82200
2022,female,married,55-59,71200
2022,female,married,60-64,55600
2022,female,married,65-69,31600
2022,female,married,70_and_over,17800
2022,female,widowed_divorced,15-19,-
2022,female,widowed_divorced,20-24,200
2022,female,widowed_divorced,25-29,1100
2022,female,widowed_divorced,30-34,3200
2022,female,widowed_divorced,35-39,8400
2022,female,widowed_divorced,40-44,11700
2022,female,widowed_divorced,45-49,17100
2022,female,widowed_divorced,50-54,16800
2022,female,widowed_divorced,55-59,15900
2022,female,widowed_divorced,60-64,15200
2022,female,widowed_divorced,65-69,11600
2022,female,widowed_divorced,70_and_over,13700
